locationId,location,city,country,utc,local,parameter,value,unit,latitude,longitude
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-23T00:30:00+00:00,2023-02-23T06:00:00+05:30,pm25,100,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T23:30:00+00:00,2023-02-23T05:00:00+05:30,pm25,113,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T22:30:00+00:00,2023-02-23T04:00:00+05:30,pm25,117,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T21:30:00+00:00,2023-02-23T03:00:00+05:30,pm25,131,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T20:30:00+00:00,2023-02-23T02:00:00+05:30,pm25,145,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T19:30:00+00:00,2023-02-23T01:00:00+05:30,pm25,141,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T18:30:00+00:00,2023-02-23T00:00:00+05:30,pm25,138,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T17:30:00+00:00,2023-02-22T23:00:00+05:30,pm25,129,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T16:30:00+00:00,2023-02-22T22:00:00+05:30,pm25,120,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T15:30:00+00:00,2023-02-22T21:00:00+05:30,pm25,99,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T14:30:00+00:00,2023-02-22T20:00:00+05:30,pm25,76,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T13:30:00+00:00,2023-02-22T19:00:00+05:30,pm25,84,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T12:30:00+00:00,2023-02-22T18:00:00+05:30,pm25,94,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T11:30:00+00:00,2023-02-22T17:00:00+05:30,pm25,61,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T10:30:00+00:00,2023-02-22T16:00:00+05:30,pm25,91,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T09:30:00+00:00,2023-02-22T15:00:00+05:30,pm25,117,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T08:30:00+00:00,2023-02-22T14:00:00+05:30,pm25,153,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T07:30:00+00:00,2023-02-22T13:00:00+05:30,pm25,159,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T06:30:00+00:00,2023-02-22T12:00:00+05:30,pm25,158,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T05:30:00+00:00,2023-02-22T11:00:00+05:30,pm25,146,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T04:30:00+00:00,2023-02-22T10:00:00+05:30,pm25,144,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T03:30:00+00:00,2023-02-22T09:00:00+05:30,pm25,143,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T02:30:00+00:00,2023-02-22T08:00:00+05:30,pm25,168,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T01:30:00+00:00,2023-02-22T07:00:00+05:30,pm25,171,µg/m³,28.63576,77.22445
8118,US Diplomatic Post: New Delhi,Delhi,IN,2023-02-22T00:30:00+00:00,2023-02-22T06:00:00+05:30,pm25,173,µg/m³,28.63576,77.22445
